"last_name, first_name","pitcher","n_ff","n_si","n_fc","n_sl","n_ch","n_cu","n_fs","n_kn","n_st","n_sv"
"Márquez, Germán","608566","30.0","24.1","","20.9","3.0","22.1","","","",""
"Freeland, Kyle","607536","23.7","22.4","","22.0","13.7","18.2","","","",""
"Gonzales, Marco","594835","36.6","","19.5","","30.5","13.4","","","",""
"Musgrove, Joe","605397","24.0","6.8","19.5","24.6","6.3","18.9","","","",""
"Fried, Max","608331","32.5","13.3","","18.4","14.1","21.5","","","0.1",""
"McKenzie, Triston","663474","56.1","","","21.9","","21.9","","","",""
"Taillon, Jameson","592791","35.6","11.0","11.3","18.7","8.4","14.8","","","0.1",""
"Gausman, Kevin","592332","48.8","","","14.4","1.3","","35.5","","",""
"Giolito, Lucas","608337","47.7","","","23.6","25.5","3.2","","","",""
"Gibson, Kyle","502043","11.9","28.1","21.5","17.6","10.8","6.7","","","3.3",""
"Quintana, Jose","500779","36.0","16.4","","","19.5","22.0","","","","6.2"
"Berríos, José","621244","27.7","25.9","","","15.4","","","","","30.9"
"Montgomery, Jordan","656756","17.1","34.6","3.8","","22.2","22.3","","","",""
"Bumgarner, Madison","518516","32.0","1.5","36.3","0.2","11.3","18.7","","","",""
"Wright, Kyle","657140","19.3","23.9","","7.2","15.5","34.1","","","",""
"Lauer, Eric","641778","43.9","","19.8","17.3","3.1","15.9","","","",""
"Keller, Mitch","656605","33.3","22.2","","6.3","6.5","15.4","","","16.2",""
"Urquidy, José","664353","52.7","","4.8","","14.8","14.1","","","13.5",""
"Ohtani, Shohei","660271","27.3","3.7","8.9","2.4","","8.5","11.9","","37.4",""
"Corbin, Patrick","571578","16.9","45.4","","29.4","8.3","0.0","","","",""
"Urías, Julio","628711","49.2","","","","17.5","","","","","33.3"
"Irvin, Cole","608344","37.5","21.5","2.0","","18.3","20.7","","","",""
"Verlander, Justin","434378","50.4","","","28.3","2.4","18.8","","","",""
"Gray, Josiah","680686","38.9","4.0","0.5","29.0","2.8","24.8","","","",""
"Anderson, Tyler","542881","38.0","7.1","22.0","","31.6","1.2","","","",""
"Suárez, Ranger","624133","17.7","40.2","9.6","3.2","21.5","7.8","","","",""
"Javier, Cristian","664299","60.1","","","27.6","3.9","8.4","","","",""
"Dunning, Dane","641540","0.1","39.9","11.9","26.6","20.2","0.0","","","1.3",""
"Woodruff, Brandon","605540","38.5","21.4","","11.3","16.3","12.6","","","",""
"Castillo, Luis","622491","32.9","23.7","","21.1","22.3","","","","",""
"Walker, Taijuan","592836","29.8","11.0","6.8","16.0","","8.7","27.6","","0.1",""
"Manaea, Sean","640455","51.5","9.5","","13.1","24.6","0.1","","","1.3",""
"Garcia, Luis","677651","42.1","0.2","29.5","8.7","9.4","10.2","","","",""
"Cortes, Nestor","641482","43.8","3.1","29.8","","4.4","0.3","","","18.6",""
"McClanahan, Shane","663556","35.6","","","15.4","25.4","23.5","","","",""
"Sandoval, Patrick","663776","22.8","14.2","","29.2","24.6","9.2","","","",""
"Kluber, Corey","446372","1.5","26.8","34.2","","10.3","27.3","","","",""
"Lynch IV, Daniel","663738","42.8","3.4","","29.6","18.2","6.0","","","",""
"Fedde, Erick","607200","","39.9","27.6","","3.6","28.8","","","",""
"Cobb, Alex","502171","0.2","41.9","","0.0","","15.3","42.5","","",""
"Carrasco, Carlos","471911","35.5","11.4","","24.5","24.6","4.1","","","",""
"Ryan, Joe","657746","60.1","","","17.1","10.4","7.0","1.9","","3.5",""
"Brubaker, JT","664141","5.9","41.9","","31.0","5.1","16.0","","","",""
"Singer, Brady","663903","0.5","53.8","","38.0","7.7","","","","",""
"Kuhl, Chad","641771","2.5","42.2","","36.7","7.2","11.5","","","",""
"Cueto, Johnny","456501","19.8","23.2","19.8","16.4","20.1","0.6","","","",""
"Wheeler, Zack","554430","42.3","17.1","26.9","","1.8","11.9","","","",""
"Snell, Blake","605483","55.5","","","24.3","5.0","15.1","","","",""
"Montas, Frankie","593423","28.4","22.2","8.3","15.6","","","25.5","","",""
"Davies, Zach","605200","4.7","49.6","5.6","0.8","33.3","6.0","","","0.0",""
"Strider, Spencer","675911","67.0","","","28.2","4.8","","","","",""
"Keller, Brad","641745","35.3","22.7","","34.7","5.8","1.5","","","",""
"Greinke, Zack","425844","38.3","2.2","15.3","7.4","16.5","20.3","","","",""
"Bubic, Kris","663460","50.5","","","","27.8","21.7","","","",""
"Hudson, Dakota","641712","20.2","36.0","","26.3","4.0","13.6","","","",""
"Wood, Alex","622072","","45.5","","36.0","18.5","","","","",""
"Rasmussen, Drew","656876","35.7","3.9","32.5","0.5","","4.4","","","23.0",""
"Kaprielian, James","621076","48.9","5.5","","23.0","10.1","12.5","","","",""
"Otto, Glenn","657248","23.2","26.8","","","7.5","15.0","","","27.5",""
"Flexen, Chris","623167","39.4","0.1","32.5","6.1","16.1","3.6","","","2.1",""
"Greene, Hunter","668881","53.7","","","41.0","5.3","","","","",""
"Stroman, Marcus","573186","8.5","40.2","10.5","5.1","","","12.0","","","23.8"
"Detmers, Reid","672282","44.1","0.9","","24.0","11.3","18.2","","","1.6",""
"Bundy, Dylan","605164","39.7","7.0","","24.0","18.7","10.6","","","",""
"Scherzer, Max","453286","45.4","","9.4","23.4","12.6","9.2","","","",""
"Plesac, Zach","668676","43.0","0.2","","24.3","22.1","10.4","","","",""
"Springs, Jeffrey","605488","40.4","0.1","","24.8","34.7","","","","",""
"Mahle, Tyler","641816","52.0","","12.9","11.4","","","23.6","","",""
"Kirby, George","669923","45.4","12.2","12.2","8.9","8.0","13.3","","","",""
"Thompson, Zach","605507","16.2","21.1","33.3","","8.5","20.9","","","",""
"Gray, Jon","592351","50.5","","","0.5","9.3","4.1","","","35.5",""
"Gomber, Austin","596295","40.6","0.1","","24.6","17.6","17.1","","","",""
"Stripling, Ross","548389","33.7","7.5","","21.9","27.2","9.6","","","",""
"Steele, Justin","657006","56.4","7.8","","31.1","2.1","2.6","","","",""
"Lynn, Lance","458681","45.9","13.2","26.1","2.5","3.8","8.6","","","",""
"Syndergaard, Noah","592789","14.7","32.2","1.6","17.4","19.7","14.3","0.0","","",""
"Gonsolin, Tony","664062","39.2","","","21.4","","11.9","27.5","","",""
"Kopech, Michael","656629","61.7","","","25.0","1.2","12.0","","","",""
"Anderson, Ian","666120","48.0","","","","33.4","18.7","","","",""
"Bradish, Kyle","680694","44.5","4.4","","29.8","8.5","12.9","","","",""
"Hill, Rich","448179","35.6","0.2","12.9","","4.2","36.5","","","10.6",""
"Wacha, Michael","608379","33.0","12.6","17.2","","29.8","7.4","","","",""
"Kremer, Dean","665152","32.7","8.7","30.9","","15.4","12.3","","","",""
"Rogers, Trevor","669432","52.7","0.3","","17.8","29.2","","","","",""
"Clevinger, Mike","605182","36.8","14.9","14.6","20.6","9.7","3.4","","","",""
"Skubal, Tarik","669373","26.6","21.1","","30.9","14.9","6.4","","","",""
"Peterson, David","656849","37.9","11.5","","29.1","16.5","5.0","","","",""
"Thompson, Keegan","624522","47.4","4.6","21.5","","4.7","17.5","","","4.2",""
"Ashby, Aaron","676879","3.3","34.0","","29.2","20.7","12.7","","","",""
"Espino, Paolo","502179","48.0","","","0.1","4.7","25.9","","","21.3",""
"Gray, Sonny","543243","28.2","25.9","0.1","9.9","1.0","24.6","","","10.3",""
"Houser, Adrian","605288","17.7","47.7","","13.4","9.4","11.7","","","",""
"Kikuchi, Yusei","579328","50.6","","5.4","30.3","13.4","0.3","","","",""
"Kershaw, Clayton","477132","40.0","0.4","","42.7","0.6","16.3","","","",""
"Wilson, Bryse","669060","23.7","32.8","3.9","11.1","9.5","13.6","5.4","","",""
"Junis, Jakob","596001","0.8","31.6","1.1","50.5","16.0","","","","",""
"Odorizzi, Jake","543606","51.2","","21.2","7.2","","3.8","16.6","","",""
"Heasley, Jonathan","669169","46.2","3.0","","12.5","21.3","17.0","","","",""
"Archer, Chris","502042","35.7","","","44.3","14.7","5.3","","","",""
"Hearn, Taylor","621368","48.0","14.7","1.7","26.9","8.8","","","","",""
"Suarez, José","660761","34.1","8.5","","19.5","24.4","12.7","","","0.9",""
"Blackburn, Paul","621112","11.4","34.2","19.5","6.1","12.7","16.2","","","",""
"Voth, Austin","608723","41.3","","21.6","","0.7","31.4","","","5.0",""
"Hutchison, Drew","571800","41.2","11.5","","37.1","10.2","","","","",""
"Ashcraft, Graham","668933","","21.1","51.1","27.1","0.7","","","","",""
"Pallante, Andre","669467","54.5","9.1","","19.6","0.1","16.8","","","",""
"Minor, Mike","501985","41.4","0.2","","24.9","23.1","10.4","","","",""
"Eovaldi, Nathan","543135","38.4","","10.1","12.2","","18.5","20.9","","",""
"Smyly, Drew","592767","","37.0","19.7","","0.3","42.9","","","",""
"Martinez, Nick","607259","26.2","14.7","17.7","","25.5","15.9","","","",""
"White, Mitch","669952","45.2","6.5","","0.1","3.8","17.1","","","27.2",""
"Sampson, Adrian","592716","33.2","32.3","5.3","15.8","13.4","","","","",""
"Lodolo, Nick","666157","33.9","25.1","","","10.4","30.6","","","",""
"Feltner, Ryan","663372","35.3","20.2","","26.6","6.2","9.6","","","2.1",""
"Lorenzen, Michael","547179","21.4","22.6","11.0","4.4","22.2","2.1","","","16.2",""
"Wells, Tyler","669330","41.6","","27.2","","18.4","7.0","","","5.9",""
"Luzardo, Jesús","666200","29.3","18.0","","30.1","22.6","","","","",""
"Watkins, Spenser","657093","38.4","1.6","28.1","0.1","4.4","9.7","","","17.6",""
"Ureña, José","570632","8.1","51.4","","24.5","16.0","","","","",""
"Severino, Luis","622663","48.2","1.1","8.0","20.4","22.4","","","","",""
"Alexander, Tyler","641302","23.4","19.5","27.7","0.9","18.5","","","","9.9",""
"Civale, Aaron","650644","8.8","21.7","35.0","1.8","","27.5","3.6","","1.5",""
"Contreras, Roansy","672710","48.5","","","34.2","2.9","14.4","","","",""
"Senzatela, Antonio","622608","54.4","4.6","","27.1","7.4","6.5","","","",""
"Rodriguez, Eduardo","593958","35.7","19.6","24.4","4.1","16.2","","","","",""
"Garrett, Braxton","666129","24.9","22.6","0.3","32.0","9.8","10.4","","","",""
"Williams, Trevor","592866","52.8","12.7","","11.7","13.1","9.7","","","",""
"Crowe, Wil","640444","16.0","21.6","","31.2","28.1","3.0","","","0.1",""
"Yarbrough, Ryan","642232","18.2","0.5","30.3","","23.9","27.0","","","",""
"Peralta, Freddy","642547","54.9","","","18.5","10.4","16.2","","","",""
"Hendricks, Kyle","543294","26.6","30.9","","","30.7","11.9","","","",""
"Burke, Brock","656271","63.1","3.8","","19.9","13.2","","","","",""
"Crawford, Kutter","676710","38.5","","31.9","5.4","5.6","16.9","1.7","","",""
"Falter, Bailey","663559","31.8","32.4","","14.8","4.0","16.9","","","",""
"Oller, Adam","670124","33.3","9.8","24.7","9.3","12.4","9.0","","","","1.5"
"Brieske, Beau","689225","46.2","7.1","","20.7","22.1","3.8","","","",""
"Velasquez, Vince","592826","44.2","7.7","","22.6","8.9","16.6","","","",""
"Scott, Tanner","656945","37.9","","","62.1","","","","","",""
"Gore, MacKenzie","669022","61.0","","","15.8","5.2","18.0","","","",""
"Moore, Matt","519043","45.0","","","","16.8","38.2","","","",""
"Akin, Keegan","669211","52.0","","","29.5","18.1","0.4","","","",""
"Cessa, Luis","570666","20.2","21.8","","38.9","19.0","","","","",""
"Smith, Caleb","592761","45.6","","","28.9","22.2","3.2","","","",""
"Sánchez, Aníbal","434671","16.8","19.1","27.3","5.7","25.6","5.6","","","",""
"Heaney, Andrew","571760","62.5","","","32.4","5.1","","","","",""
"Ramírez, Erasmo","541640","4.6","39.4","45.9","","3.4","6.7","","","",""
"Cabrera, Edward","665795","20.2","11.5","","15.1","32.3","21.0","","","",""
"Coleman, Dylan","669395","56.3","1.2","","13.4","","","","","29.1",""
"Adon, Joan","672851","65.5","3.8","","0.7","6.8","23.2","","","",""
"Nelson, Nick","656793","42.9","0.1","","24.2","29.2","3.6","","","",""
"Chavez, Jesse","445926","0.6","26.2","58.6","","12.9","1.7","","","",""
"Barlow, Scott","605130","23.8","0.5","","44.7","","31.1","","","",""
"Winckowski, Josh","670174","12.9","35.6","11.0","28.0","12.6","","","","",""
"Eflin, Zach","621107","15.5","39.9","15.0","3.4","6.1","20.1","","","",""
"Baker, Bryan","641329","56.1","","","26.4","17.4","","","","",""
"Cishek, Steve","518553","28.9","33.6","","37.1","0.4","","","","",""
"De Jong, Chase","608328","46.6","0.3","","29.2","0.9","22.9","0.1","","",""
"Diekman, Jake","518617","44.1","19.6","","","1.2","","","","35.1",""
"Rogers, Tyler","643511","2.1","51.8","","46.1","","","","","",""
"Whitlock, Garrett","676477","2.8","59.3","","16.7","19.8","","","","1.3",""
"Keuchel, Dallas","572971","6.4","44.0","15.3","8.0","26.3","","","","",""
"Richards, Trevor","670950","44.0","","","","37.6","18.4","","","",""
"López, Jorge","605347","4.5","50.5","","10.7","15.6","18.8","","","",""
"Alexander, Jason","669920","4.4","56.7","","23.2","15.7","","","","",""
"Jax, Griffin","643377","33.7","","","","13.7","4.2","","","48.4",""
"Phelps, David","475479","29.2","12.3","24.7","","7.5","26.4","","","",""
"Wick, Rowan","592858","55.8","0.2","17.2","5.3","0.1","21.4","","","",""
"Smeltzer, Devin","656970","39.1","0.9","9.7","","25.7","17.9","","","6.6",""
"Zimmermann, Bruce","669145","29.0","10.1","","18.3","29.3","13.3","","","",""
"Pagán, Emilio","641941","51.7","","19.2","2.0","","2.5","24.7","","",""
"Barria, Jaime","642545","18.5","20.7","","47.1","13.7","","","","",""
"Doval, Camilo","666808","","26.0","30.4","43.6","","","","","",""
"Davis, Austin","656354","42.5","3.1","","","16.0","0.3","","","38.1",""
"Ruiz, José","614179","47.4","0.4","","","22.7","29.4","","","",""
"Winder, Josh","680739","40.4","","","33.3","14.2","12.1","","","",""
"Minter, A.J.","621345","49.8","","32.1","","18.1","","","","",""
"Soto, Gregory","642397","31.8","45.6","","21.6","1.0","","","","",""
"Stratton, Chris","608717","43.1","1.8","","19.2","7.0","28.9","","","",""
"Hernández, Elieser","622694","43.2","7.2","","36.1","13.5","","","","",""
"Montero, Rafael","606160","45.7","22.8","","12.2","19.4","","","","",""
"Brebbia, John","605154","46.2","","","53.8","","","","","",""
"Boxberger, Brad","502202","55.0","","","22.5","22.6","","","","",""
"Milner, Hoby","571948","4.0","42.9","","","20.3","","","","32.7",""
"Maton, Phil","664208","43.0","6.6","0.6","","0.1","31.6","","","18.0",""
"McHugh, Collin","543521","0.8","","47.5","","","3.4","","","48.3",""
"Leiter Jr., Mark","643410","22.6","23.3","9.7","5.2","","16.7","22.7","","",""
"Rogers, Taylor","573124","0.2","42.8","","","","","","","57.1",""
"Vest, Will","676684","56.0","0.2","","33.2","10.5","","","","",""
"Strickland, Hunter","519326","50.9","7.0","0.2","38.8","3.0","","","","",""
"Germán, Domingo","593334","27.3","12.2","","","23.2","37.3","","","",""
"Lugo, Seth","607625","28.8","22.0","","13.5","1.7","34.0","","","",""
"Sears, JP","676664","56.6","","","","17.5","25.8","","","0.1",""
"Tate, Dillon","622253","","51.3","","0.2","23.8","","","","24.8",""
"Kimbrel, Craig","518886","68.5","","","","","31.5","","","",""
"Puk, A.J.","640462","44.7","17.1","","34.8","1.0","","","","2.4",""
"Beede, Tyler","595881","24.0","22.9","","15.3","26.4","11.5","","","",""
"Suter, Brent","608718","65.1","5.6","","4.3","25.0","","","","",""
"Williams, Devin","642207","37.7","","0.7","3.5","58.1","","","","",""
"Crismatt, Nabil","622503","23.3","5.7","","0.5","50.1","20.4","","","",""
"Ottavino, Adam","493603","12.2","32.6","5.2","0.1","7.1","","","","42.8",""
"Díaz, Alexis","664747","64.7","","","35.2","","0.1","","","",""
"Robertson, David","502085","","","51.0","22.2","","26.7","","","",""
"Finnegan, Kyle","640448","78.8","","","12.3","","","8.9","","",""
"Hicks, Jordan","663855","0.6","65.3","","0.4","2.5","","0.1","","31.2",""
"Armstrong, Shawn","542888","28.9","35.6","28.8","6.6","","","","","",""
"Lange, Alex","656638","3.3","28.5","","","19.5","48.8","","","",""
"Buehler, Walker","621111","33.8","5.0","24.8","11.8","7.8","16.8","","","",""
"Cimber, Adam","643256","34.9","29.7","","35.4","","","","","",""
"Fulmer, Michael","605242","15.6","12.9","63.3","","6.0","2.1","","","",""
"Martin, Davis","663436","46.3","","","32.3","10.8","10.6","","","",""
"Pilkington, Konnor","663455","63.3","0.1","","7.9","21.5","7.2","","","",""
"García, Yimi","554340","44.3","14.1","","17.5","7.3","16.8","","","",""
"Hernández, Carlos","672578","49.7","0.4","","17.3","","22.4","10.2","","",""
"Graveman, Kendall","608665","12.0","42.9","","27.8","13.7","3.6","","","",""
"Sanmartin, Reiver","665665","19.1","22.1","","26.7","32.1","","","","",""
"Stephan, Trevor","663986","47.4","","","24.8","","","27.7","","",""
"Muñoz, Andrés","662253","35.2","0.2","","64.6","","","","","",""
"Duran, Jhoan","661395","49.6","","","3.0","","31.4","16.0","","",""
"Logue, Zach","656657","49.2","0.6","20.8","","13.6","15.8","","","",""
"Givens, Mychal","571710","51.5","","","29.8","18.7","","","","",""
"Estévez, Carlos","608032","70.6","","","14.8","14.5","0.1","","","",""
"Schreiber, John","670167","29.4","25.4","","","7.5","","","","37.7",""
"Abreu, Bryan","650556","45.0","0.4","","44.2","0.3","10.1","","","",""
"Hill, Garrett","682051","40.2","19.0","","18.4","11.6","10.7","","","",""
"Morgan, Eli","669212","55.2","","0.1","15.8","27.8","1.1","","","",""
"García, Jarlín","606424","42.9","","","28.3","28.9","","","","",""
"Martínez, Adrián","661309","","50.3","","22.1","27.6","","","","",""
"Edwards Jr., Carl","605218","66.4","1.4","","","9.7","22.6","","","",""
"Neris, Héctor","593576","40.9","21.6","","6.6","","","30.8","","",""
"Norris, Daniel","596057","34.4","7.8","","0.9","27.9","1.5","","","27.5",""
"Jansen, Kenley","445276","","21.9","65.0","13.1","","","","","",""
"Sanchez, Aaron","592717","19.6","41.3","","","10.7","28.4","","","",""
"Acevedo, Domingo","642758","42.4","0.9","","34.6","22.1","","","","",""
"Underwood Jr., Duane","621249","11.8","26.2","27.0","","21.7","13.3","","","",""
"Murfee, Penn","682171","42.0","7.0","","","","","","","51.0",""
"Beeks, Jalen","656222","48.2","","1.4","1.1","49.2","","","","",""
"Machado, Andrés","600921","31.3","33.1","","20.0","15.6","","","","",""
"Bello, Brayan","678394","18.7","35.2","","22.0","23.7","0.5","","","",""
"Thielbar, Caleb","573204","49.4","","","","1.0","24.7","","","24.9",""
"Bautista, Félix","642585","61.3","","","12.3","","","26.4","","",""
"Herget, Jimmy","623474","2.9","28.5","","34.1","7.4","27.0","","","",""
"Santana, Dennis","642701","7.3","39.0","","40.5","13.3","","","","",""
"Manning, Matt","666159","52.2","6.9","","1.7","7.5","10.5","","","21.2",""
"Bickford, Phil","641360","68.0","","","31.9","0.1","","","","",""
"Romano, Jordan","605447","47.9","0.3","","51.8","","","","","",""
"Gallegos, Giovanny","606149","47.9","","","47.2","5.0","","","","",""
"Bass, Anthony","542914","9.9","30.3","","55.8","","","4.0","","",""
"Smith, Will","519293","40.3","1.4","","48.2","0.9","9.1","","","",""
"Brasier, Ryan","518489","44.2","11.6","","42.9","1.3","","","","",""
"López, Reynaldo","625643","55.0","","","32.3","4.8","7.9","","","",""
"Oviedo, Johan","670912","43.4","","","40.3","5.5","10.8","","","",""
"Iglesias, Raisel","628452","31.6","18.4","","26.0","24.0","","","","",""
"Krehbiel, Joey","607216","34.7","","28.4","3.8","33.2","","","","",""
"Holmes, Clay","605280","0.1","80.1","","6.6","","","","","13.2",""
"Poche, Colin","621363","77.5","","","1.4","","21.0","","","",""
"Sewald, Paul","623149","51.4","","","","","","","","48.6",""
"Luetge, Lucas","476595","0.4","","54.2","0.2","","14.2","","","31.0",""
"Shaw, Bryan","543766","","5.8","76.2","6.0","2.9","8.5","0.7","","",""
"Okert, Steven","595345","31.9","","","68.1","","","","","",""
"Loup, Aaron","571901","0.4","48.3","36.0","","12.5","2.8","","","",""
"Faedo, Alex","656412","52.0","","","35.0","13.0","","","","",""
"García, Luis","472610","2.1","52.9","","3.7","","","12.9","","28.4",""
"Bellatti, Andrew","571479","40.4","","","52.4","7.2","","","","",""
"Helsley, Ryan","664854","57.0","","","31.9","0.6","10.5","","","",""
"Foley, Jason","671345","8.8","60.8","","16.2","6.9","","","","7.3",""
"Trivino, Lou","642152","18.1","29.6","15.5","23.8","10.7","2.3","","","",""
"Bard, Daniel","453268","2.5","52.4","","42.5","2.4","","","","","0.2"
"Payamps, Joel","606303","27.3","22.9","","36.1","13.7","","","","",""
"Hughes, Brandon","676714","48.3","4.8","","45.7","1.2","","","","",""
"Vesia, Alex","681911","63.1","","","32.4","4.5","","","","",""
"Hendriks, Liam","521230","60.5","","","28.9","","10.5","","","",""
"Hentges, Sam","656529","37.3","25.6","","15.9","","21.2","","","",""
"Stephens, Jackson","623451","36.5","21.5","","3.5","9.6","28.8","","","",""
"Hader, Josh","623352","","69.5","","28.3","2.2","","","","",""
"Adam, Jason","592094","32.1","","","","32.2","","","","35.8",""
"deGrom, Jacob","594798","47.4","","","39.3","8.2","5.1","","","",""
"Jiménez, Joe","641729","63.7","","","30.8","5.4","","","","",""
"Brash, Matt","666374","35.9","","","37.8","0.7","25.6","","","",""
"Schmidt, Clarke","657376","16.2","22.8","","","4.8","18.1","","","38.0",""
"Díaz, Edwin","621242","41.9","","","58.1","","","","","",""
"Kuhnel, Joel","669270","24.6","29.9","","30.0","15.4","","","","",""
"Phillips, Evan","623465","18.6","10.1","27.1","","","","","","44.2",""
"Clase, Emmanuel","661403","1.8","","60.0","38.1","","","","","",""
"Houck, Tanner","656557","23.5","29.6","","40.8","","","6.0","","",""
"Stephenson, Robert","596112","47.8","","","50.5","","1.1","0.5","","",""
"Davidson, Tucker","656353","41.7","1.3","","44.0","4.5","8.0","0.5","","",""
"Bush, Matt","456713","48.3","0.3","16.2","","","35.2","","","",""
"Pérez, Cionel","672335","44.7","15.9","","37.1","","2.3","","","",""
"Chafin, Andrew","605177","28.5","39.3","","31.9","0.3","","","","",""
"Festa, Matt","670036","43.3","0.2","","","","","","","56.5",""
"Banks, Tanner","621383","44.9","","","29.8","20.0","5.4","","","",""
"Stanek, Ryne","592773","58.4","","","18.5","","","23.0","","",""
"Rucker, Michael","621074","43.9","","4.5","25.4","8.5","17.6","","","",""
"Tepera, Ryan","572193","31.6","16.7","","37.1","8.8","0.8","","","4.9",""
"Mayers, Mike","594577","45.7","1.0","8.3","34.8","7.5","2.6","","","",""
"Jackson, Zach","667427","54.2","","0.2","44.6","0.9","","","","",""
"Melancon, Mark","453343","3.0","","62.8","1.8","","30.0","2.4","","",""
"García, Rony","665621","44.7","12.7","","","11.0","31.7","","","",""
"Alvarado, José","621237","1.4","54.5","42.9","","","1.2","","","",""
"Swanson, Erik","657024","54.8","","","19.8","","","25.4","","",""
"Wilson, Steven","621051","52.2","","","10.3","5.6","","","","31.9",""
"Elder, Bryce","693821","18.6","42.5","","26.9","12.0","","","","",""
"Kennedy, Ian","453178","81.4","","2.1","1.7","1.0","4.0","9.7","","",""
"Floro, Dylan","571670","26.8","36.3","","21.9","15.1","","","","",""
"Mantiply, Joe","573009","1.7","42.0","","","26.0","30.2","","","",""
"Clarke, Taylor","664199","42.4","","","36.2","21.4","","","","",""
"Marte, Yunior","628708","25.9","36.0","","38.0","0.1","","","","",""
"Martin, Chris","455119","43.1","8.3","31.8","","","3.7","9.2","","3.9",""
"Ober, Bailey","641927","49.1","","","23.4","15.6","11.9","","","",""
"Matz, Steven","571927","","48.5","","2.6","28.9","20.0","","","",""
"Hoffman, Jeff","656546","50.4","","","23.7","0.4","","25.6","","",""
"Raley, Brooks","548384","0.4","22.6","19.1","","19.6","","","","38.3",""
"De Los Santos, Enyel","660853","60.5","","","28.4","11.1","","","","",""
"Abbott, Cory","676265","50.9","","","26.9","","22.2","","","",""
"Bednar, David","670280","53.6","0.1","","","","29.5","16.9","","",""
"Rodríguez, Joely","570257","5.8","49.5","","5.8","38.8","","","","",""
"Castillo, Diego","650895","5.6","31.1","","63.3","","","","","",""
"Sawamura, Hirokazu","617228","48.8","","","13.7","","","37.5","","",""
"Farmer, Buck","571656","44.6","","","31.4","24.0","","","","",""
"Ramirez, Noé","598287","37.4","","","","31.1","31.5","","","",""
"Wantz, Andrew","681806","49.5","","16.5","","5.5","","","","28.5",""
"Leone, Dominic","608678","37.0","0.1","27.1","35.7","","","","","",""
"Domínguez, Seranthony","622554","37.5","32.1","1.0","24.7","4.7","","","","",""
"Familia, Jeurys","544727","24.4","46.4","","14.8","","","14.4","","",""
"Lambert, Jimmy","669424","44.6","","","33.0","14.2","8.2","","","",""
"Hand, Brad","543272","28.1","19.9","","","","","","","52.1",""
"Peralta, Wandy","593974","4.5","37.2","","15.7","42.6","","","","",""
"Effross, Scott","664123","11.3","33.9","","40.2","14.6","","","","",""
"Pruitt, Austin","643493","34.4","0.1","","40.7","5.4","19.4","","","",""
"Garrett, Amir","607237","37.7","5.8","","56.5","","","","","",""
"Colomé, Alex","517008","15.6","","84.4","","","","","","",""
"Suarez, Robert","663158","44.7","21.1","8.4","0.7","21.0","4.1","","","",""
"Gilbreath, Lucas","656458","73.2","","","25.6","","","1.1","","",""
"Knebel, Corey","608349","69.8","","","3.0","","27.2","","","",""
"Megill, Tylor","656731","57.0","","1.9","20.4","18.2","2.5","","","",""
"Chacín, Jhoulys","468504","8.8","35.8","","28.1","2.7","24.7","","","",""
"Leclerc, José","600917","36.6","","6.0","35.4","22.0","","","","",""
"Snead, Kirby","669912","13.7","41.8","","37.4","7.1","","","","",""
"Smith, Drew","622098","52.4","0.1","","35.5","5.5","6.4","","","",""
